"session_id","Session Start","Session Finish","Session Duration (sec)","User","Country","City","Geo point"
2893,2024-06-22 19:32:26.000,2024-06-23 03:58:23.000,30357.000000,user378,Turkey,Kocaeli,"[40.776,29.9306]"
2894,2024-06-05 05:04:33.000,2024-06-05 11:41:38.000,23825.000000,user351,United Kingdom,London,"[51.5,-0.1167]"
2895,2024-06-05 20:14:09.000,2024-06-05 20:27:56.000,827.000000,user412,United Arab Emirates,Dubai,"[25.23,55.28]"
2896,2024-06-20 00:20:21.000,2024-06-20 08:47:43.000,30442.000000,user241,United Kingdom,Coventry,"[52.4204,-1.5]"
2897,2024-06-03 15:17:01.000,2024-06-03 23:31:23.000,29662.000000,user229,United States,Bonita Springs,"[26.3559,-81.7861]"
2898,2024-06-21 00:42:37.000,2024-06-21 07:32:49.000,24612.000000,user130,Brazil,Vila Velha,"[-20.3676,-40.318]"
2899,2024-04-30 03:17:17.000,2024-04-30 09:54:35.000,23838.000000,user222,Switzerland,Zürich,"[47.38,8.55]"
2900,2024-04-30 12:50:06.000,2024-04-30 14:22:06.000,5520.000000,user142,Japan,Wakayama,"[34.2231,135.1677]"
2901,2024-06-02 14:59:16.000,2024-06-02 23:29:48.000,30632.000000,user194,Brazil,Pelotas,"[-31.75,-52.33]"
2902,2024-06-10 12:13:02.000,2024-06-10 18:07:07.000,21245.000000,user70,United States,Aurora,"[39.7084,-104.7274]"
2903,2024-04-22 22:52:10.000,2024-04-23 00:21:39.000,5369.000000,user175,United States,Baton Rouge,"[30.4419,-91.131]"
2904,2024-06-06 12:59:58.000,2024-06-06 15:49:10.000,10152.000000,user86,Russia,Kurgan,"[55.46,65.345]"
2905,2024-04-18 04:27:15.000,2024-04-18 06:32:55.000,7540.000000,user300,United States,Albany,"[42.6664,-73.7987]"
2906,2024-06-06 21:04:17.000,2024-06-06 21:41:46.000,2249.000000,user347,Nigeria,Port Harcourt,"[4.81,7.01]"
2907,2024-05-01 02:46:06.000,2024-05-01 11:44:36.000,32310.000000,user482,United States,Providence,"[41.823,-71.4187]"
2908,2024-06-09 10:23:09.000,2024-06-09 19:08:26.000,31517.000000,user42,Poland,Poznań,"[52.4058,16.8999]"
2909,2024-06-04 02:05:25.000,2024-06-04 07:49:35.000,20650.000000,user431,United States,Hartford,"[41.7661,-72.6834]"
2910,2024-06-12 23:58:59.000,2024-06-13 03:32:18.000,12799.000000,user205,Mexico,Hermosillo,"[29.0989,-110.9541]"
2911,2024-06-22 23:27:18.000,2024-06-23 02:50:20.000,12182.000000,user46,Russia,Kaliningrad,"[54.7,20.4973]"
2912,2024-04-25 01:51:11.000,2024-04-25 08:25:25.000,23654.000000,user220,Argentina,Santa Fe,"[-31.6239,-60.69]"
2913,2024-04-17 23:54:41.000,2024-04-18 04:04:09.000,14968.000000,user268,United States,Louisville,"[38.1663,-85.6485]"
2914,2024-06-25 03:30:39.000,2024-06-25 06:21:26.000,10247.000000,user390,United States,Fresno,"[36.7831,-119.7941]"
2915,2024-04-20 17:14:01.000,2024-04-20 21:42:41.000,16120.000000,user333,Russia,Astrakhan’,"[46.3487,48.055]"
2916,2024-04-18 11:31:27.000,2024-04-18 17:33:02.000,21695.000000,user188,Argentina,Buenos Aires,"[-34.6025,-58.3975]"
2917,2024-06-18 04:42:23.000,2024-06-18 06:24:27.000,6124.000000,user22,United States,Brookhaven,"[40.8321,-72.9518]"
2918,2024-06-07 07:33:43.000,2024-06-07 08:10:23.000,2200.000000,user345,Brazil,São José dos Pinhais,"[-25.57,-49.18]"
2919,2024-06-26 00:09:54.000,2024-06-26 04:32:22.000,15748.000000,user26,France,Paris,"[48.8667,2.3333]"
2920,2024-06-02 09:46:02.000,2024-06-02 14:44:02.000,17880.000000,user198,Brazil,Natal,"[-5.78,-35.24]"
2922,2024-04-27 20:31:43.000,2024-04-27 21:17:24.000,2741.000000,user9,Brazil,Sorocaba,"[-23.49,-47.47]"
2923,2024-04-28 16:32:45.000,2024-04-28 20:01:07.000,12502.000000,user330,Vietnam,Quảng Hà,"[16.06,108.25]"
2924,2024-04-29 03:23:22.000,2024-04-29 03:27:14.000,232.000000,user337,Russia,Krasnodar,"[45.02,39]"
2925,2024-04-22 04:40:11.000,2024-04-22 11:58:30.000,26299.000000,user407,Russia,Murmansk,"[68.97,33.1]"
2926,2024-04-21 02:29:25.000,2024-04-21 05:12:40.000,9795.000000,user193,United Kingdom,Bournemouth,"[50.73,-1.9]"
2927,2024-06-08 06:08:58.000,2024-06-08 15:04:19.000,32121.000000,user167,Netherlands,Haarlem,"[52.3804,4.63]"
2928,2024-04-25 09:33:13.000,2024-04-25 09:35:52.000,159.000000,user35,United States,Chattanooga,"[35.0657,-85.2487]"
2929,2024-06-23 01:25:36.000,2024-06-23 09:03:38.000,27482.000000,user326,Mexico,Mexicali,"[32.65,-115.48]"
2930,2024-05-01 02:02:25.000,2024-05-01 05:29:18.000,12413.000000,user192,Russia,Novosibirsk,"[55.03,82.96]"
2931,2024-04-22 05:58:58.000,2024-04-22 13:56:10.000,28632.000000,user254,Russia,Chita,"[52.055,113.465]"
2932,2024-06-15 09:40:17.000,2024-06-15 14:35:41.000,17724.000000,user308,France,Strasbourg,"[48.58,7.75]"
2933,2024-06-02 17:52:39.000,2024-06-03 01:58:22.000,29143.000000,user458,United States,Lexington,"[38.0423,-84.4587]"
2934,2024-04-15 02:22:52.000,2024-04-15 04:58:27.000,9335.000000,user45,Egypt,Al Minyā,"[28.09,30.75]"
2935,2024-06-20 20:14:44.000,2024-06-21 03:16:06.000,25282.000000,user460,Nigeria,Osogbo,"[7.7704,4.56]"
2936,2024-06-17 05:16:24.000,2024-06-17 08:45:35.000,12551.000000,user377,United States,Milwaukee,"[43.0642,-87.9673]"
2937,2024-06-04 08:50:06.000,2024-06-04 15:11:11.000,22865.000000,user324,United States,Las Vegas,"[36.2333,-115.2654]"
2938,2024-06-06 05:22:09.000,2024-06-06 13:30:15.000,29286.000000,user381,Kazakhstan,Pavlodar,"[52.3,76.95]"
2939,2024-06-24 13:01:07.000,2024-06-24 18:36:05.000,20098.000000,user124,Russia,Orenburg,"[51.78,55.11]"
2940,2024-06-06 00:16:19.000,2024-06-06 03:42:22.000,12363.000000,user129,Russia,Nizhniy Novgorod,"[56.333,44.0001]"
2941,2024-06-04 17:38:58.000,2024-06-04 21:54:35.000,15337.000000,user307,Argentina,Corrientes,"[-27.49,-58.81]"
2942,2024-06-23 10:21:30.000,2024-06-23 14:27:03.000,14733.000000,user460,Nigeria,Osogbo,"[7.7704,4.56]"
2943,2024-04-27 23:19:30.000,2024-04-28 03:27:50.000,14900.000000,user331,Indonesia,Padang,"[-0.96,100.36]"
2944,2024-06-04 04:52:23.000,2024-06-04 05:42:30.000,3007.000000,user299,United States,Salt Lake City,"[40.7774,-111.93]"
2945,2024-04-18 19:30:34.000,2024-04-18 20:33:45.000,3791.000000,user335,Brazil,Iguaçu,"[-22.74,-43.47]"
2946,2024-06-19 07:53:19.000,2024-06-19 08:39:08.000,2749.000000,user394,Brazil,João Pessoa,"[-7.1011,-34.8761]"
2947,2024-06-04 04:17:52.000,2024-06-04 10:50:51.000,23579.000000,user191,Italy,Florence,"[43.78,11.25]"
2948,2024-06-04 00:37:46.000,2024-06-04 05:25:18.000,17252.000000,user179,Venezuela,Ciudad Bolívar,"[8.1,-63.6]"
2949,2024-06-15 17:28:59.000,2024-06-15 18:34:30.000,3931.000000,user404,Brazil,Porto Velho,"[-8.75,-63.9]"
2950,2024-04-21 02:57:20.000,2024-04-21 08:03:18.000,18358.000000,user371,United States,Tucson,"[32.1545,-110.8782]"
2951,2024-05-05 21:08:35.000,2024-05-06 04:52:02.000,27807.000000,user442,Poland,Wrocław,"[51.1104,17.03]"
2952,2024-04-26 15:16:21.000,2024-04-26 17:25:35.000,7754.000000,user321,Israel,Jerusalem,"[31.7784,35.2066]"
2953,2024-04-18 20:44:47.000,2024-04-18 23:23:00.000,9493.000000,user154,Indonesia,Ambon,"[-3.7167,128.2]"
2954,2024-04-29 03:22:44.000,2024-04-29 12:00:29.000,31065.000000,user166,Russia,Ryazan’,"[54.62,39.72]"
2955,2024-06-07 19:07:10.000,2024-06-07 19:20:06.000,776.000000,user15,Belgium,Antwerp,"[51.2204,4.415]"
2956,2024-06-20 04:00:29.000,2024-06-20 04:11:42.000,673.000000,user143,United Kingdom,Glasgow,"[55.8744,-4.2507]"
2957,2024-04-21 18:40:52.000,2024-04-22 02:00:46.000,26394.000000,user178,Vietnam,Hanoi,"[21.0333,105.85]"
2958,2024-04-29 09:07:26.000,2024-04-29 14:13:24.000,18358.000000,user357,Morocco,Ksar El Kebir,"[35.0204,-5.91]"
2959,2024-04-30 22:53:06.000,2024-05-01 06:28:31.000,27325.000000,user285,Japan,Kyōto,"[35.03,135.75]"
2960,2024-04-30 04:27:08.000,2024-04-30 09:33:46.000,18398.000000,user461,"Korea, South",Seoul,"[37.5663,126.9997]"
2961,2024-06-04 03:16:10.000,2024-06-04 06:17:17.000,10867.000000,user57,United States,Detroit,"[42.3834,-83.1024]"
2962,2024-04-22 10:05:15.000,2024-04-22 13:38:41.000,12806.000000,user193,United Kingdom,Bournemouth,"[50.73,-1.9]"
2963,2024-04-24 15:36:46.000,2024-04-24 16:55:52.000,4746.000000,user396,Brazil,Montes Claros,"[-16.72,-43.86]"
2964,2024-04-11 16:15:19.000,2024-04-11 17:19:23.000,3844.000000,user389,Germany,Mannheim,"[49.5004,8.47]"
2965,2024-04-22 10:15:41.000,2024-04-22 18:59:27.000,31426.000000,user52,United States,Oakland,"[37.7903,-122.2165]"
2966,2024-04-22 22:09:18.000,2024-04-23 07:03:54.000,32076.000000,user45,Egypt,Al Minyā,"[28.09,30.75]"
2967,2024-05-01 17:28:35.000,2024-05-01 17:58:53.000,1818.000000,user185,Russia,Kurgan,"[55.46,65.345]"
2968,2024-05-01 06:52:44.000,2024-05-01 07:36:10.000,2606.000000,user75,Brazil,Bauru,"[-22.33,-49.08]"
2969,2024-06-09 00:24:56.000,2024-06-09 09:23:06.000,32290.000000,user373,Russia,Kursk,"[51.74,36.19]"
2970,2024-04-28 11:12:41.000,2024-04-28 14:00:01.000,10040.000000,user36,Ukraine,Kryvyy Rih,"[47.9283,33.345]"
2971,2024-05-01 20:24:07.000,2024-05-01 21:29:52.000,3945.000000,user124,Russia,Orenburg,"[51.78,55.11]"
2972,2024-04-29 03:17:48.000,2024-04-29 09:01:39.000,20631.000000,user371,United States,Tucson,"[32.1545,-110.8782]"
2973,2024-06-13 05:03:46.000,2024-06-13 06:13:06.000,4160.000000,user144,United States,McAllen,"[26.2273,-98.2471]"
2974,2024-04-15 21:58:11.000,2024-04-15 22:02:54.000,283.000000,user196,United States,Worcester,"[42.2705,-71.8079]"
2975,2024-04-18 16:49:13.000,2024-04-18 22:29:21.000,20408.000000,user261,United States,Cincinnati,"[39.1412,-84.506]"
2976,2024-06-01 17:46:39.000,2024-06-02 02:37:18.000,31839.000000,user337,Russia,Krasnodar,"[45.02,39]"
2977,2024-06-01 15:13:25.000,2024-06-01 17:31:30.000,8285.000000,user219,Indonesia,Bukittinggi,"[-0.3031,100.3615]"
2978,2024-04-18 07:19:38.000,2024-04-18 10:45:39.000,12361.000000,user210,Poland,Szczecin,"[53.4204,14.53]"
2979,2024-06-17 10:00:53.000,2024-06-17 13:43:05.000,13332.000000,user425,Mexico,Monterrey,"[25.67,-100.33]"
2980,2024-04-23 02:44:04.000,2024-04-23 02:54:51.000,647.000000,user276,Belarus,Homyel’,"[52.43,31]"
2981,2024-06-20 11:06:11.000,2024-06-20 14:26:40.000,12029.000000,user51,Indonesia,Makassar,"[-5.14,119.432]"
2982,2024-06-12 03:03:26.000,2024-06-12 08:54:27.000,21061.000000,user190,United States,Los Angeles,"[34.1139,-118.4068]"
2983,2024-04-24 23:09:18.000,2024-04-25 02:45:12.000,12954.000000,user263,United States,Boise,"[43.6007,-116.2312]"
2984,2024-04-30 13:41:43.000,2024-04-30 17:26:49.000,13506.000000,user427,Russia,Novokuznetsk,"[53.75,87.115]"
2985,2024-06-16 12:23:16.000,2024-06-16 12:34:27.000,671.000000,user102,Argentina,Salta,"[-24.7834,-65.4166]"
2986,2024-04-13 05:16:06.000,2024-04-13 09:14:57.000,14331.000000,user278,United Kingdom,Newcastle upon Tyne,"[55.0004,-1.6]"
2987,2024-06-18 02:15:05.000,2024-06-18 08:57:50.000,24165.000000,user102,Argentina,Salta,"[-24.7834,-65.4166]"
2988,2024-06-15 12:30:35.000,2024-06-15 16:28:50.000,14295.000000,user43,Russia,Kaliningrad,"[54.7,20.4973]"
2989,2024-04-16 14:16:12.000,2024-04-16 19:40:19.000,19447.000000,user17,Japan,Tokyo,"[35.685,139.7514]"
2990,2024-06-02 20:12:12.000,2024-06-03 04:41:35.000,30563.000000,user476,Brazil,Vitória da Conquista,"[-14.85,-40.84]"
2991,2024-06-13 12:57:51.000,2024-06-13 14:44:13.000,6382.000000,user246,Nigeria,Maiduguri,"[11.85,13.16]"
2992,2024-06-09 04:56:24.000,2024-06-09 07:25:19.000,8935.000000,user153,Nigeria,Ogbomoso,"[8.13,4.24]"
2993,2024-06-05 00:08:44.000,2024-06-05 01:57:52.000,6548.000000,user483,Russia,Nal’chik,"[43.4981,43.6179]"
2994,2024-04-26 16:38:29.000,2024-04-27 00:46:37.000,29288.000000,user207,United Kingdom,Southend-on-Sea,"[51.55,0.72]"
2995,2024-06-17 19:50:44.000,2024-06-18 03:35:23.000,27879.000000,user216,France,Grenoble,"[45.1804,5.72]"
2996,2024-04-17 06:27:40.000,2024-04-17 11:16:49.000,17349.000000,user196,United States,Worcester,"[42.2705,-71.8079]"
2997,2024-06-21 04:41:16.000,2024-06-21 09:42:47.000,18091.000000,user103,Russia,Murmansk,"[68.97,33.1]"
2998,2024-06-14 22:13:50.000,2024-06-15 03:47:19.000,20009.000000,user445,United Kingdom,Kingston upon Hull,"[53.7504,-0.33]"
2999,2024-06-13 19:54:43.000,2024-06-14 03:58:40.000,29037.000000,user435,Brazil,Natal,"[-5.78,-35.24]"
3000,2024-04-21 09:14:49.000,2024-04-21 16:01:55.000,24426.000000,user406,Russia,Krasnodar,"[45.02,39]"
3001,2024-06-15 16:24:26.000,2024-06-15 23:00:41.000,23775.000000,user435,Brazil,Natal,"[-5.78,-35.24]"
3002,2024-06-07 01:23:53.000,2024-06-07 07:57:11.000,23598.000000,user491,Russia,Tver’,"[56.86,35.89]"
3003,2024-04-29 17:52:31.000,2024-04-30 01:11:39.000,26348.000000,user430,Brazil,Franca,"[-20.53,-47.39]"
3004,2024-06-05 06:42:42.000,2024-06-05 14:29:01.000,27979.000000,user183,Brazil,Caxias do Sul,"[-29.18,-51.17]"
3005,2024-05-01 21:39:22.000,2024-05-01 23:40:48.000,7286.000000,user395,United States,Honolulu,"[21.3294,-157.846]"
3006,2024-05-01 06:52:28.000,2024-05-01 07:23:36.000,1868.000000,user83,Uruguay,Montevideo,"[-34.858,-56.1711]"
3007,2024-06-04 18:20:46.000,2024-06-04 21:08:06.000,10040.000000,user253,Indonesia,Banjarmasin,"[-3.33,114.5801]"
3008,2024-04-12 14:04:45.000,2024-04-12 15:03:24.000,3519.000000,user313,United States,Murrieta,"[33.572,-117.1909]"
3009,2024-06-12 10:01:01.000,2024-06-12 15:13:45.000,18764.000000,user412,United Arab Emirates,Dubai,"[25.23,55.28]"
3010,2024-06-05 03:11:44.000,2024-06-05 06:46:24.000,12880.000000,user291,Greece,Athens,"[37.9833,23.7333]"
3011,2024-06-12 03:39:14.000,2024-06-12 11:54:54.000,29740.000000,user286,Russia,Stavropol’,"[45.05,41.98]"
3012,2024-06-16 21:45:15.000,2024-06-17 05:50:08.000,29093.000000,user445,United Kingdom,Kingston upon Hull,"[53.7504,-0.33]"
3013,2024-04-23 11:17:53.000,2024-04-23 12:11:38.000,3225.000000,user485,Australia,Perth,"[-31.955,115.84]"
3014,2024-04-28 21:05:50.000,2024-04-29 03:46:29.000,24039.000000,user40,Brazil,Londrina,"[-23.3,-51.18]"
3015,2024-04-30 01:59:59.000,2024-04-30 05:04:17.000,11058.000000,user220,Argentina,Santa Fe,"[-31.6239,-60.69]"
3016,2024-06-11 00:45:42.000,2024-06-11 04:00:28.000,11686.000000,user126,Nigeria,Akure,"[7.2504,5.2]"
3017,2024-05-01 04:32:55.000,2024-05-01 07:10:45.000,9470.000000,user218,Russia,Krasnodar,"[45.02,39]"
3018,2024-06-07 11:22:53.000,2024-06-07 19:14:39.000,28306.000000,user314,France,Marseille,"[43.29,5.375]"
3019,2024-04-27 17:19:46.000,2024-04-27 22:43:54.000,19448.000000,user247,Mexico,Reynosa,"[26.08,-98.3]"
3020,2024-06-09 08:17:55.000,2024-06-09 16:01:31.000,27816.000000,user191,Italy,Florence,"[43.78,11.25]"
3021,2024-06-04 22:32:29.000,2024-06-05 04:27:16.000,21287.000000,user87,Russia,Stavropol’,"[45.05,41.98]"
3022,2024-06-03 19:07:37.000,2024-06-03 19:53:18.000,2741.000000,user54,Tunisia,Sfax,"[34.75,10.72]"
3023,2024-04-27 02:49:06.000,2024-04-27 02:54:30.000,324.000000,user269,Egypt,Al Manşūrah,"[31.0504,31.38]"
3025,2024-06-10 16:21:44.000,2024-06-10 20:35:40.000,15236.000000,user253,Indonesia,Banjarmasin,"[-3.33,114.5801]"
3026,2024-06-07 20:45:27.000,2024-06-07 23:25:15.000,9588.000000,user250,United States,Bronx,"[40.8501,-73.8662]"
3027,2024-04-20 21:39:32.000,2024-04-20 23:35:59.000,6987.000000,user59,Spain,Bilbao,"[43.25,-2.93]"
3028,2024-06-10 18:19:48.000,2024-06-10 21:28:18.000,11310.000000,user76,United States,Fort Collins,"[40.5475,-105.0651]"
3029,2024-06-04 18:50:13.000,2024-06-05 02:03:33.000,26000.000000,user75,Brazil,Bauru,"[-22.33,-49.08]"
3030,2024-06-06 06:39:24.000,2024-06-06 15:35:41.000,32177.000000,user376,United States,New Haven,"[41.3112,-72.9246]"
3031,2024-04-27 02:13:34.000,2024-04-27 09:21:22.000,25668.000000,user256,Nigeria,Awka,"[6.2104,7.07]"
3032,2024-04-27 08:38:44.000,2024-04-27 10:19:48.000,6064.000000,user69,Russia,Samara,"[53.195,50.1513]"
3033,2024-04-28 05:57:34.000,2024-04-28 12:53:53.000,24979.000000,user428,Japan,Kawanakajima,"[35.53,139.705]"
3034,2024-04-13 01:42:11.000,2024-04-13 04:14:40.000,9149.000000,user90,Japan,Kyōto,"[35.03,135.75]"
3035,2024-04-23 17:58:58.000,2024-04-24 02:17:30.000,29912.000000,user188,Argentina,Buenos Aires,"[-34.6025,-58.3975]"
3036,2024-04-16 00:58:32.000,2024-04-16 06:41:37.000,20585.000000,user19,Brazil,Sorocaba,"[-23.49,-47.47]"
3038,2024-04-28 10:33:47.000,2024-04-28 12:57:17.000,8610.000000,user481,Belarus,Homyel’,"[52.43,31]"
3039,2024-04-30 07:47:04.000,2024-04-30 08:30:26.000,2602.000000,user27,Kazakhstan,Almaty,"[43.325,76.915]"
3040,2024-06-07 04:32:00.000,2024-06-07 04:44:28.000,748.000000,user301,Canada,Ottawa,"[45.4167,-75.7]"
3041,2024-05-01 02:15:15.000,2024-05-01 05:04:22.000,10147.000000,user346,Japan,Shizuoka,"[34.9858,138.3854]"
3042,2024-06-10 20:47:15.000,2024-06-11 00:14:16.000,12421.000000,user67,Germany,Heidelberg,"[49.42,8.7]"
3043,2024-05-01 10:01:46.000,2024-05-01 17:24:03.000,26537.000000,user371,United States,Tucson,"[32.1545,-110.8782]"
3044,2024-06-12 13:43:45.000,2024-06-12 17:28:51.000,13506.000000,user291,Greece,Athens,"[37.9833,23.7333]"
3045,2024-06-03 00:50:31.000,2024-06-03 09:19:13.000,30522.000000,user0,Nigeria,Uyo,"[5.008,7.85]"
3046,2024-06-09 11:58:18.000,2024-06-09 18:08:11.000,22193.000000,user18,United States,Albuquerque,"[35.1053,-106.6464]"
3047,2024-06-18 14:57:40.000,2024-06-18 15:13:32.000,952.000000,user126,Nigeria,Akure,"[7.2504,5.2]"
3048,2024-06-09 02:52:56.000,2024-06-09 03:50:48.000,3472.000000,user376,United States,New Haven,"[41.3112,-72.9246]"
3049,2024-06-10 15:18:08.000,2024-06-10 17:08:42.000,6634.000000,user235,Morocco,Kenitra,"[34.2704,-6.58]"
3050,2024-06-09 01:49:51.000,2024-06-09 05:10:22.000,12031.000000,user456,Japan,Fukuoka,"[33.595,130.41]"
3051,2024-06-03 06:38:04.000,2024-06-03 06:56:21.000,1097.000000,user16,Russia,Tol’yatti,"[53.4804,49.53]"
3052,2024-04-19 04:21:19.000,2024-04-19 07:31:03.000,11384.000000,user64,Australia,Cranbourne,"[-38.0996,145.2834]"
3053,2024-06-04 19:07:19.000,2024-06-04 23:48:47.000,16888.000000,user33,Russia,Krasnodar,"[45.02,39]"
3054,2024-06-14 23:07:17.000,2024-06-15 06:43:38.000,27381.000000,user373,Russia,Kursk,"[51.74,36.19]"
3055,2024-06-01 20:51:19.000,2024-06-02 02:13:53.000,19354.000000,user160,Russia,Tambov,"[52.73,41.43]"
3056,2024-06-01 01:11:52.000,2024-06-01 08:23:11.000,25879.000000,user220,Argentina,Santa Fe,"[-31.6239,-60.69]"
3057,2024-04-29 19:47:48.000,2024-04-29 22:15:19.000,8851.000000,user279,United States,Boston,"[42.3188,-71.0846]"
3058,2024-04-21 19:10:26.000,2024-04-21 23:16:13.000,14747.000000,user154,Indonesia,Ambon,"[-3.7167,128.2]"
3059,2024-06-10 13:33:26.000,2024-06-10 20:17:46.000,24260.000000,user62,Germany,Saarbrücken,"[49.2504,6.97]"
3060,2024-04-27 05:06:06.000,2024-04-27 10:20:26.000,18860.000000,user45,Egypt,Al Minyā,"[28.09,30.75]"
3061,2024-04-24 23:38:49.000,2024-04-25 06:11:12.000,23543.000000,user490,United States,Worcester,"[42.2705,-71.8079]"
3062,2024-06-01 05:33:24.000,2024-06-01 06:00:20.000,1616.000000,user403,Poland,Poznań,"[52.4058,16.8999]"
3063,2024-04-23 18:29:44.000,2024-04-23 23:21:02.000,17478.000000,user492,Russia,Naberezhnyye Chelny,"[55.7,52.3199]"
3064,2024-06-03 04:52:42.000,2024-06-03 07:43:25.000,10243.000000,user222,Switzerland,Zürich,"[47.38,8.55]"
3065,2024-06-03 04:40:06.000,2024-06-03 06:04:50.000,5084.000000,user231,Australia,Perth,"[-31.955,115.84]"
3066,2024-06-01 01:01:31.000,2024-06-01 08:09:33.000,25682.000000,user481,Belarus,Homyel’,"[52.43,31]"
3067,2024-04-27 19:35:28.000,2024-04-28 02:28:45.000,24797.000000,user164,United States,Allentown,"[40.5961,-75.4755]"
3068,2024-04-22 08:05:59.000,2024-04-22 11:53:26.000,13647.000000,user105,Argentina,Salta,"[-24.7834,-65.4166]"
3069,2024-06-21 16:16:41.000,2024-06-21 21:49:37.000,19976.000000,user302,Japan,Miyazaki,"[31.9182,131.4184]"
3070,2024-06-03 16:08:14.000,2024-06-03 17:22:40.000,4466.000000,user298,Russia,Rostov-na-Donu,"[47.2346,39.7127]"
3071,2024-04-19 09:21:11.000,2024-04-19 13:16:33.000,14122.000000,user316,Venezuela,Barquisimeto,"[10.05,-69.3]"
3073,2024-04-21 23:46:15.000,2024-04-22 04:01:58.000,15343.000000,user245,Brazil,Itajaí,"[-26.8996,-48.68]"
3074,2024-04-28 00:24:58.000,2024-04-28 04:07:55.000,13377.000000,user402,Nigeria,Ogbomoso,"[8.13,4.24]"
3075,2024-06-07 03:46:27.000,2024-06-07 06:36:36.000,10209.000000,user272,Brazil,Ribeirão Prêto,"[-21.17,-47.83]"
3076,2024-06-16 07:02:11.000,2024-06-16 13:48:18.000,24367.000000,user270,Russia,Magnitogorsk,"[53.4227,58.98]"
3077,2024-06-05 12:36:50.000,2024-06-05 20:30:52.000,28442.000000,user436,Mexico,Hermosillo,"[29.0989,-110.9541]"
3078,2024-06-18 21:05:17.000,2024-06-19 02:53:54.000,20917.000000,user373,Russia,Kursk,"[51.74,36.19]"
3079,2024-05-01 05:39:10.000,2024-05-01 14:15:47.000,30997.000000,user69,Russia,Samara,"[53.195,50.1513]"
3080,2024-06-06 20:46:19.000,2024-06-06 21:31:03.000,2684.000000,user221,Russia,Magnitogorsk,"[53.4227,58.98]"
3081,2024-06-21 16:04:50.000,2024-06-21 17:08:16.000,3806.000000,user496,Brazil,Santo André,"[-23.6528,-46.5278]"
3082,2024-06-02 18:11:49.000,2024-06-02 19:25:53.000,4444.000000,user294,Germany,Hamburg,"[53.55,10]"
3083,2024-06-04 19:17:31.000,2024-06-04 19:33:52.000,981.000000,user9,Brazil,Sorocaba,"[-23.49,-47.47]"
3084,2024-06-21 00:32:57.000,2024-06-21 08:59:10.000,30373.000000,user410,Poland,Bydgoszcz,"[53.1204,18.01]"
3085,2024-06-18 09:56:06.000,2024-06-18 17:02:57.000,25611.000000,user377,United States,Milwaukee,"[43.0642,-87.9673]"
3086,2024-04-18 04:33:27.000,2024-04-18 10:07:49.000,20062.000000,user297,Japan,Kyōto,"[35.03,135.75]"
3087,2024-06-08 04:53:29.000,2024-06-08 08:31:00.000,13051.000000,user462,Indonesia,Mataram,"[-8.5795,116.135]"
3088,2024-06-12 08:26:30.000,2024-06-12 14:59:53.000,23603.000000,user70,United States,Aurora,"[39.7084,-104.7274]"
3089,2024-06-13 18:03:03.000,2024-06-14 00:41:56.000,23933.000000,user171,Turkey,Kocaeli,"[40.776,29.9306]"
3090,2024-04-17 22:07:34.000,2024-04-18 03:01:27.000,17633.000000,user354,Germany,Bielefeld,"[52.03,8.53]"
3091,2024-04-19 15:10:55.000,2024-04-19 22:28:45.000,26270.000000,user297,Japan,Kyōto,"[35.03,135.75]"
3092,2024-04-30 01:45:57.000,2024-04-30 02:19:45.000,2028.000000,user438,United States,Durham,"[35.9795,-78.9032]"
3093,2024-04-27 02:33:40.000,2024-04-27 03:49:53.000,4573.000000,user97,United States,Dayton,"[39.7797,-84.1998]"
3094,2024-06-28 17:56:52.000,2024-06-28 18:17:36.000,1244.000000,user203,Egypt,Cairo,"[30.05,31.25]"
3095,2024-04-07 00:56:52.000,2024-04-07 08:50:10.000,28398.000000,user122,Venezuela,Maturín,"[9.75,-63.17]"
3096,2024-06-09 10:59:04.000,2024-06-09 16:43:51.000,20687.000000,user379,Venezuela,Mérida,"[8.4,-71.13]"
3097,2024-06-23 18:10:01.000,2024-06-23 18:45:30.000,2129.000000,user44,Russia,Krasnoyarsk,"[56.014,92.866]"
3098,2024-05-01 19:53:29.000,2024-05-02 01:42:27.000,20938.000000,user39,United States,Detroit,"[42.3834,-83.1024]"
3099,2024-06-28 04:06:43.000,2024-06-28 07:37:02.000,12619.000000,user410,Poland,Bydgoszcz,"[53.1204,18.01]"
3100,2024-06-09 11:56:33.000,2024-06-09 12:08:01.000,688.000000,user423,Spain,Las Palmas de Gran Canaria,"[28.1,-15.43]"
3101,2024-06-07 10:34:42.000,2024-06-07 15:32:39.000,17877.000000,user271,United States,Jacksonville,"[30.3322,-81.6749]"
3102,2024-06-16 14:09:59.000,2024-06-16 20:58:02.000,24483.000000,user157,United States,Queens,"[40.7498,-73.7976]"
3103,2024-06-17 14:58:08.000,2024-06-17 16:36:17.000,5889.000000,user363,Mexico,Xalapa,"[19.53,-96.92]"
3104,2024-04-23 14:28:38.000,2024-04-23 18:55:42.000,16024.000000,user189,United States,Antioch,"[37.9789,-121.7957]"
3105,2024-04-28 06:22:29.000,2024-04-28 07:33:06.000,4237.000000,user188,Argentina,Buenos Aires,"[-34.6025,-58.3975]"
3106,2024-04-29 11:23:53.000,2024-04-29 18:25:45.000,25312.000000,user406,Russia,Krasnodar,"[45.02,39]"
